QBarcode,JobPA,JobPAAge,JobPAYrs,JobPATyp,UsualPA,Walk,WalkYrs,WalkDays,WalkMin,WalkPace,Wgts,WgtsYrs,WgtsDays,WgtsMin,Yoga,YogaYrs,YogaDays,YogaMin,MldX,MldXYrs,MldXDays,MldXHrs,ModX,ModXYrs,ModXDays,ModXMin,ModX1,ModX2,ModX3,ModX4,ModX5,ModX6,ModX7,ModX8,ModX9,ModXO,XDays18,XDays30,XDays45,XDays60
3682,1,18,40,SERVICE TECHNICIAN,1,1,1,2,2,2,0,66,66,66,0,66,66,66,0,66,66,66,1,1,2,2,0,1,0,0,0,0,0,0,0,0,3,0,0,2
3697,1,25,3,CONSTRUCTION,5,1,1,3,4,2,1,1,1,4,1,1,1,3,0,66,66,66,1,2,1,4,0,0,0,0,0,0,1,0,0,0,2,1,2,66
3703,1,13,55,GENERAL LABOR,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
3704,1,23,30,DOCK WORK,4,1,2,1,1,2,1,1,2,2,0,66,66,66,1,1,1,3,1,4,2,1,1,0,0,0,0,0,0,0,0,88,0,2,3,66
3705,1,12,30,LIFTING,5,0,66,66,66,66,0,66,66,66,0,66,66,66,1,1,1,1,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,1,1,66
3706,0,666,666,,5,1,4,2,4,3,0,66,66,66,0,66,66,66,1,4,1,3,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,1,3,66
3707,1,23,28,SALES,5,1,1,3,2,3,0,66,66,66,0,66,66,66,1,4,1,1,1,2,3,3,0,0,0,0,0,0,0,1,1,0,3,2,2,66
3714,1,22,33,NURSING,4,1,4,3,3,3,1,1,2,1,0,66,66,66,1,2,1,2,1,4,2,3,0,0,0,1,0,0,0,0,0,0,0,2,4,4
3716,1,16,39,HEALTH CLINIC,3,1,2,1,2,2,0,66,66,66,0,66,66,66,0,66,66,66,1,2,1,3,0,0,1,0,0,0,1,0,0,0,3,2,2,66
3721,0,666,666,,2,1,1,1,1,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,3,2,0
3722,0,666,666,,4,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,66
3725,1,18,25,HOUSEKEEPING,2,1,1,2,1,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,3,2,66
3726,1,30,15,BAKING,4,1,3,3,2,2,1,1,1,1,0,66,66,66,0,66,66,66,1,2,2,2,0,0,0,0,0,0,0,1,0,0,0,3,3,66
3732,0,666,666,,1,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,99,99
3735,0,666,666,,2,1,1,2,1,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
3741,1,19,33,NURSING,3,1,2,1,1,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,1,0
3742,1,21,29,SPEECH THERAPIST,2,1,4,2,2,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,66
3743,0,666,666,,3,1,4,1,2,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,66,66
3750,0,666,666,,4,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
3752,1,22,25,HOUSE CALLS,5,1,3,3,2,1,0,66,66,66,0,66,66,66,0,66,66,66,1,3,3,4,0,0,0,0,0,0,0,0,0,88,2,3,3,3
3754,1,5,25,FARM,4,1,2,1,2,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,2,2
3755,1,28,18,COMPUTERS,2,1,2,2,2,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,0,2,66
3759,1,24,31,BUILD BRIDGES,5,1,2,2,2,1,1,3,1,1,0,66,66,66,0,66,66,66,1,4,2,2,1,0,0,0,0,0,1,0,0,0,4,3,2,66
3762,1,18,11,NURSING,1,0,66,66,66,66,0,66,66,66,0,66,66,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0
3763,0,666,666,,2,1,4,2,1,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,3,2,66
3764,1,14,29,MANUAL LABOR,5,0,66,66,66,66,1,4,2,3,0,66,66,66,0,66,66,66,1,4,2,3,0,0,0,1,0,0,0,1,0,0,4,4,66,66
3767,0,666,666,,4,0,66,66,66,66,1,1,2,1,0,66,66,66,0,66,66,66,1,4,1,2,0,0,0,1,0,0,0,1,0,0,3,2,2,66
3770,1,11,48,FLOOR COVERING,4,1,4,1,2,2,0,66,66,66,0,66,66,66,1,4,1,3,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,2,1,66
3771,1,15,40,LIFTING WALKING,3,1,1,2,2,1,1,1,2,1,0,66,66,66,0,66,66,66,1,2,2,3,0,0,0,0,0,0,0,0,0,88,4,3,2,0
3772,99,999,999,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,2,66
3775,1,15,40,HOUSE WORK,4,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
3781,0,666,666,,3,1,2,1,1,2,1,1,1,1,0,66,66,66,0,66,66,66,1,4,1,99,0,0,0,0,0,0,0,0,0,88,3,3,2,1
3787,1,20,40,MECHANIC FARM WORK,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,1,3,0
3793,0,666,666,,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,66
3797,1,18,35,PACKAGING,4,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,1,0,66
3801,1,67,2,ELECTRICIAN,4,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,0,0,0
3805,1,18,35,MILITARY,4,1,4,3,2,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,1,66
3806,1,19,10,MANUAL LABOR,4,1,1,3,3,2,0,66,66,66,0,66,66,66,0,66,66,66,1,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,66
3808,1,18,23,MEAT CUTTER,4,1,1,1,1,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,1,66,66
3813,1,18,2,STOCK,3,1,1,2,2,1,1,1,1,1,0,66,66,66,0,66,66,66,1,4,1,2,0,0,0,0,1,0,0,0,0,0,4,2,66,66
3820,1,41,20,THROWING,4,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,1,1,0
3824,0,666,666,,2,1,1,1,1,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,1,66
3834,1,20,3,CONCRETE,4,1,4,1,2,3,0,66,66,66,0,66,66,66,1,4,1,3,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,2,1
3835,1,21,18,DAIRY FARMING,5,1,3,2,2,2,1,1,1,1,0,66,66,66,0,66,66,66,1,2,2,1,0,0,0,0,1,0,0,0,0,0,4,4,2,66
3837,1,30,29,DRIVING TRUCK,4,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,1,0,0,66
3838,1,25,20,WALKING,5,1,4,3,4,2,1,3,1,1,0,66,66,66,0,66,66,66,1,4,2,2,0,0,0,0,0,0,0,0,0,88,2,2,2,66
3839,1,24,24,PEST CONTROL,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,2,0
3844,0,666,666,,3,0,66,66,66,66,0,66,66,66,0,66,66,66,1,4,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,1,0,66
3845,1,22,31,MASON,4,1,4,3,2,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,3,66
3850,0,666,666,,4,1,1,2,3,3,1,1,2,4,0,66,66,66,0,66,66,66,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,2,66,66
3863,0,666,666,,5,1,4,1,1,2,1,4,2,4,0,66,66,66,1,4,1,3,1,4,2,4,0,0,1,0,0,0,0,1,0,0,3,1,2,2
3864,1,56,4,WAREHOUSE,4,1,4,3,4,3,0,66,66,66,0,66,66,66,0,66,66,66,1,3,2,4,0,0,0,1,0,0,0,0,0,0,4,3,3,3
3865,1,20,50,CONSTRUCTION,4,1,1,2,1,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,0,0
3867,1,21,17,MACHINIST,3,1,1,1,3,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,1,66,66
3868,1,13,40,VARIOUS,4,1,4,1,2,2,1,1,1,1,0,66,66,66,1,4,1,1,1,4,1,4,0,0,0,0,0,0,0,0,1,88,3,2,1,66
3875,1,17,34,MECHANIC,3,1,1,2,2,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,3,3,66
3881,0,666,666,,2,1,1,3,2,2,1,1,2,2,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,0,2,66
3884,0,666,666,,3,1,1,3,2,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,3,0
3889,0,666,666,,3,1,2,1,1,1,1,1,2,1,0,66,66,66,1,1,1,2,1,2,2,2,0,0,0,0,0,0,0,0,0,88,4,3,66,66
3895,0,666,666,,5,1,3,2,4,3,0,66,66,66,0,66,66,66,1,4,1,3,1,3,1,4,0,0,0,0,0,0,0,0,1,88,99,99,99,1
3899,1,29,13,FACTORY,4,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,66,66
3902,1,16,12,HUMAN SERVICE,2,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,66,66,66
3903,0,666,666,,3,1,1,2,2,2,1,1,1,1,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,1,66
3905,1,40,10,HOSPITAL NURSE,2,1,1,2,1,1,0,66,66,66,0,66,66,66,0,66,66,66,1,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3908,0,666,666,,4,1,4,1,1,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
3909,0,666,666,,4,1,4,2,2,3,1,2,1,1,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,3,3
3910,1,16,16,RETAIL,1,0,66,66,66,66,0,66,66,66,0,66,66,66,1,1,1,1,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,0,66,66
3920,1,16,20,CONSTRUCTION,3,1,4,2,2,2,0,66,66,66,0,66,66,66,1,4,2,2,1,1,2,4,0,0,0,1,0,0,1,0,0,0,3,3,2,1
3923,1,28,34,REPAIRMAN,4,1,4,3,2,3,1,2,2,1,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,1,0,0,4
3924,1,20,52,RN,5,1,1,1,1,1,0,66,66,66,0,66,66,66,0,66,66,66,1,1,1,1,1,1,0,0,0,0,0,0,0,0,3,2,2,2
3927,0,666,666,,4,1,1,2,1,1,0,66,66,66,0,66,66,66,1,1,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,3,2,66
3928,1,16,50,FACTORY,5,1,4,2,2,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,2,1
3931,0,666,666,,3,1,3,3,3,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,3
3933,1,17,42,HEAVY LIFTING,5,1,4,3,4,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,3,1,0
3935,1,17,20,LIFTING,4,1,4,3,2,2,0,66,66,66,0,66,66,66,0,66,66,66,1,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,3
3939,0,666,666,,4,1,99,3,1,1,0,66,66,66,0,66,66,66,0,66,66,66,1,4,1,4,0,0,0,0,0,0,0,0,1,0,99,2,2,66
3941,1,18,20,CONSTRUCTION,4,1,4,2,1,1,1,4,2,3,0,66,66,66,0,66,66,66,1,4,2,2,0,0,0,1,0,0,1,1,0,0,2,2,66,66
3942,0,666,666,,5,1,4,2,1,2,0,66,66,66,1,4,1,1,0,66,66,66,1,4,1,1,0,0,0,0,0,1,0,0,0,0,1,1,2,2
3944,1,43,13,FITNESS,5,1,4,3,2,3,1,4,2,2,1,2,1,3,0,66,66,66,1,4,3,4,0,1,1,0,0,0,0,1,0,88,2,4,4,66
3945,0,666,666,,3,1,1,3,1,1,1,1,1,4,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,1,1
3946,1,24,30,DELIVERY,2,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,3,2,66
3955,0,666,666,,5,1,4,3,2,3,1,2,2,2,0,66,66,66,1,4,1,2,1,2,2,2,0,1,1,0,0,0,0,0,0,0,2,2,3,66
3956,1,18,50,FIREFIGHTER RAILROAD,2,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,3,2,1
3957,1,25,40,SALES AND DELIVERY,4,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
3958,1,17,30,LIFTING,3,1,1,2,3,2,0,66,66,66,0,66,66,66,1,4,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,2,2
3959,1,18,57,SUPERVISION,2,1,2,1,1,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
3961,1,13,20,DELIVERY MILL WORK,3,1,3,2,1,1,0,66,66,66,0,66,66,66,1,4,1,1,1,4,1,4,0,0,0,0,0,0,1,0,0,0,3,2,2,1
3964,1,18,10,FUEL SERVICE,4,1,4,2,2,2,0,66,66,66,0,66,66,66,1,2,1,3,1,4,2,2,1,0,0,0,0,0,1,0,0,0,0,2,3,3
3965,1,18,49,FACTORY,3,1,3,1,1,2,0,66,66,66,0,66,66,66,1,3,1,1,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,3,2,1
3968,1,18,8,RAN GREENHOUSE,3,1,3,1,4,2,0,66,66,66,0,66,66,66,1,3,1,2,1,3,1,3,0,0,0,0,0,0,1,0,0,0,1,1,1,2
3970,0,666,666,,2,0,66,66,66,66,0,66,66,66,0,66,66,66,1,4,1,3,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,2,0
3972,1,15,6,GROCERY STOCKER,4,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,2,66
3978,0,666,666,,4,1,4,3,3,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,4,4
3979,0,666,666,,3,1,1,2,1,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,0,0,66
3982,1,40,3,LIBRARY VAN,4,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,1,3,2,4,0,1,0,0,0,0,0,0,0,0,4,4,4,4
3986,0,666,666,,4,1,3,3,1,1,1,3,1,99,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,3,3,66
3989,0,666,666,,4,1,1,1,3,3,0,66,66,66,0,66,66,66,1,4,1,2,1,4,1,2,0,0,0,0,0,0,0,0,0,88,2,1,1,66
3990,0,666,666,,2,1,3,3,1,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,2,3
3993,1,19,3,STOCK SHELVES,5,1,2,2,4,3,1,2,2,4,0,66,66,66,1,4,1,3,1,2,2,4,0,1,0,0,0,0,0,1,0,0,1,0,3,66
3995,0,666,666,,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,99,2,99,66
3996,1,45,5,MERCHANDIZER,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,66
3999,0,666,666,,2,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,1,2,2,1,0,0,0,0,0,0,1,0,0,0,3,0,0,3
4002,1,16,50,SUPERVISION,4,1,4,2,2,2,0,66,66,66,0,66,66,66,1,4,2,2,1,1,2,99,0,0,0,0,0,0,0,0,0,0,2,2,2,1
4007,0,666,666,,3,0,66,66,66,66,1,1,1,2,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,1
4008,1,16,20,CONSTRUCTION,3,1,2,1,1,1,0,66,66,66,0,66,66,66,1,2,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,4,4,1
4013,1,18,34,,4,1,4,3,1,3,0,66,66,66,0,66,66,66,1,99,3,1,1,2,3,4,0,0,0,0,0,0,0,0,0,88,3,3,3,1
4014,1,50,1,FOUNDRY,5,1,1,2,1,1,1,4,2,2,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,3,3,66
4015,1,15,25,CONSTRUCTION,2,1,1,1,3,2,1,1,1,2,0,66,66,66,0,66,66,66,1,2,1,3,1,0,0,0,0,0,1,0,0,0,4,2,1,66
4018,1,17,1,NURSERY HAND,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,1,0,66
4019,1,39,23,LANDSCAPING,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,2,3
4022,1,19,20,,1,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
4024,99,999,999,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,99,0
4026,1,21,35,PE TEACHER,5,1,4,3,2,1,0,66,66,66,0,66,66,66,1,4,2,3,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,4,4,3
4040,1,18,46,VARIES,1,1,4,1,2,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,1,0,0
4043,0,666,666,,3,1,2,2,1,1,1,2,2,1,0,66,66,66,0,66,66,66,1,1,1,4,0,0,1,0,0,0,1,0,0,0,2,2,66,66
4050,1,51,10,CNA NURSING,4,1,1,3,2,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
4056,1,48,10,HOUSE CLEANER,2,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,1,0
4058,1,38,14,PT IN HOME,5,1,99,99,99,99,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,99,99
4059,1,18,27,BEAUTICIAN,4,1,4,2,2,2,0,66,66,66,0,66,66,66,1,4,1,2,1,4,1,3,0,0,1,0,1,1,0,0,0,0,1,2,2,2
4063,0,666,666,,4,1,4,2,2,2,1,3,2,2,0,66,66,66,0,66,66,66,1,3,2,3,0,1,1,0,0,0,0,0,0,0,0,0,2,2
4066,1,62,5,THE RED BOOK,5,0,66,66,66,66,0,66,66,66,0,66,66,66,1,99,1,3,1,4,99,99,1,0,0,0,0,0,0,0,0,0,1,1,1,0
4067,0,666,666,,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,4,0,66
4070,1,999,999,,2,0,66,66,66,66,0,66,66,66,0,66,66,66,1,1,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,66,66
4074,0,666,666,,4,1,2,2,3,2,0,66,66,66,0,66,66,66,1,2,1,1,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,2,2,2
4076,0,666,666,,3,1,1,2,1,3,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
4077,1,17,45,LIFTING WALKING,5,1,2,3,2,2,1,2,3,1,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,4,4,2
4079,1,16,2,LUMBER YARD,2,1,4,1,1,2,0,66,66,66,0,66,66,66,0,66,66,66,1,1,2,1,0,0,0,0,0,0,1,0,0,0,1,2,2,66
4080,0,666,666,,3,1,4,2,2,2,0,66,66,66,0,66,66,66,1,4,2,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,3,3,3
4081,0,666,666,,5,1,4,3,1,2,1,2,2,1,0,66,66,66,0,66,66,66,1,4,2,3,0,0,0,0,0,0,0,0,1,0,3,2,2,2
4082,1,30,34,LIFT FURNITURE,5,0,66,66,66,66,0,66,66,66,0,66,66,66,1,4,3,2,1,4,3,4,0,0,0,0,0,0,0,0,0,0,4,4,4,4
4083,1,20,40,PATIENT CARE,3,1,2,2,2,2,0,66,66,66,0,66,66,66,1,3,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,1,1
4084,0,666,666,,5,1,4,2,2,3,1,4,2,1,0,66,66,66,0,66,66,66,1,1,2,1,0,0,0,1,0,0,0,1,0,0,0,3,66,66
4086,0,666,666,,3,0,66,66,66,66,1,2,1,1,0,66,66,66,0,66,66,66,1,3,1,1,0,0,1,0,0,0,0,1,0,0,1,2,66,66
4088,1,18,12,WAITRESS,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,1,1,3,3,0,0,0,0,0,0,0,0,0,88,0,0,66,66
4090,1,23,25,PHYS ED TEACHER,4,1,1,1,1,2,0,66,66,66,0,66,66,66,0,66,66,66,1,4,1,1,0,1,0,0,1,0,0,0,0,0,3,3,3,3
4093,0,666,666,,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,1,0
4099,0,666,666,,4,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,66
4103,0,666,666,,3,1,2,2,1,1,0,66,66,66,0,66,66,66,1,2,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,2,2
4107,1,14,25,LABORER,2,1,2,2,2,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,1,1
4118,0,666,666,,1,1,2,1,1,1,0,66,66,66,0,66,66,66,0,66,66,66,1,1,1,3,0,1,0,0,0,0,1,0,0,0,0,1,0,66
4120,0,666,666,,2,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,66
4125,1,33,23,NURSING,2,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,1,66
4126,0,666,666,,3,1,4,1,2,2,1,4,1,2,1,1,1,4,1,4,1,3,1,4,1,2,1,0,0,0,0,0,0,0,0,0,3,2,66,66
4127,0,666,666,,3,1,2,1,2,2,1,1,1,1,0,66,66,66,0,66,66,66,1,1,1,2,1,0,0,0,0,0,1,0,0,0,2,2,2,1
4129,1,22,10,UNLOAD BOX CARS,4,1,1,2,2,2,0,66,66,66,0,66,66,66,1,4,1,2,1,2,2,2,1,0,0,0,0,0,1,0,0,0,3,2,2,2
4132,0,666,666,,4,1,1,1,3,2,0,66,66,66,0,66,66,66,1,4,1,3,1,2,1,4,0,0,0,0,0,0,0,0,1,88,3,2,2,66
4134,0,666,666,,5,1,3,1,1,2,1,3,1,3,0,66,66,66,1,3,1,3,1,4,3,4,0,1,1,0,0,0,0,0,0,0,0,0,3,66
4136,1,24,15,CHILDCARE,4,1,4,2,1,2,1,3,1,1,0,66,66,66,0,66,66,66,1,4,2,1,0,0,0,1,0,0,0,0,0,88,0,3,2,66
4139,0,666,666,,3,1,3,2,1,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,66
4147,0,666,666,,4,1,1,2,1,1,0,66,66,66,0,66,66,66,1,2,99,99,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,2,2
4148,0,666,666,,4,1,1,2,2,1,1,1,2,2,0,66,66,66,0,66,66,66,1,1,2,2,1,0,0,0,0,0,0,0,0,0,4,2,2,66
4153,1,18,44,PRINTING,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,99,99
4157,0,666,666,,4,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,99,66
4158,1,18,10,SHIPPING,2,0,66,66,66,66,0,66,66,66,0,66,66,66,1,1,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,1,66
4159,1,18,32,LAW ENFORCEMENT,5,1,4,3,3,3,1,4,1,1,0,66,66,66,1,4,1,3,1,4,2,2,0,0,0,1,0,0,0,0,0,0,3,3,3,66
4160,0,666,666,,2,0,66,66,66,66,0,66,66,66,0,66,66,66,1,3,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,2,66,66
4163,0,666,666,,4,1,2,2,2,1,1,1,3,1,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,2,2,0
4164,1,19,2,SORTING PACKAGES,4,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,1,1,1,1,0,1,0,0,1,0,0,0,0,0,2,2,2,2
4165,1,28,39,TRUCK LOADING,4,0,66,66,66,66,0,66,66,66,0,66,66,66,1,4,1,3,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,3,2,2
