QBarcode,ColdC,ColdCSv,CookC,CookCSv,MilkC,MilkCSv,Pncak,PncakSv,Muffn,MuffnSv,WhtBrd,WhtBrdSv,ButBrd,ButBrdSv,Jam,JamSv,Gbar,GbarSv,Sbar,SbarSv,LFChip,LFChipSv,RChip,RChipSv,LFCrk,LFCrkSv,RCrk,RCrkSv,Pbutt,PbuttSv,Eggs,EggsSv,Bacon,BaconSv,LFDog,LFDogSv,RDog,RDogSv,LFLnch,LFLnchSv,RLnch,RLnchSv,Beef,BeefSv,Tuna,TunaSv,GrndMt,GrndMtSv,Liver,LiverSv,FryCkn,FryCknSv,RstCkn,RstCknSv,FryFsh,FryFshSv,ShlFsh,ShlFshSv,WhtFsh,WhtFshSv,DrkFsh,DrkFshSv,Gravy,GravySv,Ktchup,KtchupSv,Salsa,SalsaSv,Mayo,MayoSv,Stew,StewSv,Chili,ChiliSv,Asian,AsianSv,SpMt,SpMtSv,SpTom,SpTomSv,SpOil,SpOilSv,Tofu,TofuSv,Pizza,PizzaSv,Taco,TacoSv,BrthSp,BrthSpSv,CrmSp,CrmSpSv,BeanSp,BeanSpSv,Miso,MisoSv,Ramen,RamenSv,Cottag,CottagSv,LFChs,LFChsSv,OthChs,OthChsSv,Yogurt,YogurtSv,Salad,SaladSv,Dress,DressSv,Tomato,TomatoSv,Carrot,CarrotSv,Pepper,PepperSv,Brocc,BroccSv,Califl,CaliflSv,Grnbn,GrnbnSv,Peas,PeasSv,Slaw,SlawSv,SumSq,SumSqSv,WntrSq,WntrSqSv,Greens,GreensSv,Onion,OnionSv,Garlic,GarlicSv,Avcdo,AvcdoSv,PotFry,PotFrySv,PotBol,PotBolSv,Beans,BeansSv,Corn,CornSv,MayoSl,MayoSlSv,Grains,GrainsSv,AddFat,AddFatSv,Apple,AppleSv,Banana,BananaSv,Peach,PeachSv,Aprct,AprctSv,DryFrt,DryFrtSv,Orang,OrangSv,Berry,BerrySv,Melon,MelonSv,FrtOth,FrtOthSv,IceCrm,IceCrmSv,LFFrzn,LFFrznSv,Pudng,PudngSv,Donut,DonutSv,CkCak,CkCakSv,Choc,ChocSv
3455,3,2,5,2,6,2,4,2,2,2,99,2,6,2,6,2,0,2,0,2,0,2,0,2,0,2,5,2,4,2,4,1,6,2,6,2,4,2,5,2,6,2,5,2,4,2,3,2,3,2,0,2,4,2,3,2,1,2,1,2,0,2,5,2,6,2,0,2,6,2,4,2,3,2,0,2,3,2,0,2,4,2,0,2,2,2,0,2,5,2,4,2,2,2,0,2,0,2,6,2,0,2,4,2,0,2,4,2,4,2,4,2,4,2,5,2,5,2,5,2,4,2,4,2,4,2,3,2,4,2,0,2,0,2,5,2,0,2,2,2,5,2,0,2,4,2,2,2,3,2,5,2,4,2,4,2,4,2,0,2,0,2,4,2,3,2,5,2,5,2,4,2,0,2,0,2,6,2,1,2,5,2
3458,5,2,0,2,5,1,1,1,5,2,1,1,3,1,3,1,0,2,0,2,1,1,1,1,2,1,1,1,1,1,5,1,0,2,0,2,0,2,2,1,0,2,2,1,1,1,2,1,0,2,0,2,2,1,3,1,0,2,2,1,1,2,1,1,3,1,0,2,1,1,2,1,1,1,0,2,3,1,3,1,1,1,0,2,0,2,0,2,3,1,0,2,1,1,0,2,0,2,0,2,2,1,2,1,0,2,7,2,7,1,6,1,4,1,0,2,5,1,5,1,3,1,2,1,2,1,5,1,4,2,2,1,1,1,0,2,0,2,1,1,4,1,0,2,1,1,1,1,1,1,2,1,5,2,5,1,5,1,1,2,0,2,6,1,4,2,3,1,1,1,5,1,0,2,2,1,1,1,1,1,1,1
3461,6,2,3,2,6,1,3,1,2,1,99,2,6,2,0,2,1,2,0,2,3,2,3,2,0,2,3,2,4,2,5,1,2,1,0,2,1,2,0,2,1,2,1,2,1,2,5,2,4,2,3,2,2,2,1,2,0,2,0,2,0,2,5,2,4,2,0,2,1,2,2,2,2,2,0,2,3,2,0,2,2,2,0,2,5,2,2,2,0,2,3,2,0,2,0,2,0,2,0,2,0,2,4,2,1,2,4,2,4,2,0,2,0,2,0,2,0,2,0,2,4,2,2,2,1,2,3,2,3,2,0,2,0,2,2,2,0,2,4,2,4,2,0,2,1,2,0,2,3,2,3,2,2,2,1,2,3,2,0,2,0,2,4,2,5,2,0,2,2,2,1,2,1,2,0,2,2,2,5,2,1,2
3462,7,2,4,2,7,2,2,1,2,3,7,2,7,3,7,3,0,2,0,2,0,2,3,1,0,2,3,1,3,1,5,1,5,1,0,2,3,1,3,1,0,2,5,1,5,1,6,1,0,2,1,1,4,1,4,1,4,1,2,1,4,1,5,1,0,2,5,1,5,1,3,1,4,1,0,2,0,2,0,2,0,2,0,2,4,1,3,1,6,1,6,1,3,1,0,2,0,2,4,1,0,2,2,1,4,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,4,1,3,1,2,1,3,1,3,1,3,1,3,1,3,1,2,1,5,1,5,1,5,1,6,1,1,1,5,1,7,1,7,1,8,1,6,1,4,1,4,1,6,1,4,1,7,1,7,1,3,1,0,2,3,1,3,1,3,1,3,1
3463,6,2,1,2,6,2,1,3,2,2,3,2,9,3,6,2,1,2,0,2,0,2,1,2,1,2,2,2,8,2,1,2,1,1,0,2,2,2,0,2,2,2,3,2,3,2,1,2,0,2,1,2,4,2,5,2,0,2,1,2,3,1,4,2,4,2,1,2,4,2,1,2,1,2,0,2,1,3,3,3,2,3,0,2,2,2,1,2,1,2,1,2,0,2,0,2,1,2,1,2,0,2,3,3,6,2,5,3,5,3,3,2,3,2,1,2,3,2,1,2,2,2,2,2,3,2,1,2,1,2,1,2,3,2,2,2,0,2,1,2,5,2,1,2,2,2,1,2,1,2,9,2,5,2,1,2,3,2,0,2,1,1,2,2,1,2,1,2,3,2,4,2,1,2,1,2,3,2,3,2,2,2
3469,0,2,0,2,0,2,1,1,6,2,8,2,6,2,5,2,0,2,0,2,0,2,99,2,0,2,7,2,4,2,6,2,6,2,0,2,6,2,0,2,5,1,4,2,4,2,3,2,0,2,0,2,5,2,4,2,2,2,0,2,0,2,3,2,6,2,1,1,3,1,3,2,2,2,0,2,3,3,0,2,1,2,0,2,2,2,0,2,3,2,2,2,1,2,0,2,0,2,1,2,0,2,8,1,0,2,6,2,6,2,7,1,4,2,0,2,4,2,3,1,5,2,3,2,3,2,3,2,2,2,3,2,6,1,6,1,99,2,3,2,6,2,2,2,4,2,2,2,3,2,6,2,1,2,1,2,3,2,0,2,0,2,0,2,3,2,0,2,0,2,1,1,1,1,0,2,1,1,6,1,1,1
3476,8,2,1,2,8,1,1,1,1,2,4,2,4,1,1,1,0,2,0,2,6,2,2,2,1,1,2,2,8,2,5,1,4,1,1,1,1,1,3,2,0,2,3,2,1,2,3,1,0,2,1,1,6,2,1,1,2,1,2,1,3,2,1,1,3,1,3,1,2,1,1,1,1,2,0,2,2,2,1,2,1,2,0,2,1,2,1,2,1,2,1,1,1,1,0,2,0,2,0,2,1,1,1,1,0,2,6,2,6,1,3,1,3,2,6,2,5,2,4,2,3,2,3,2,1,1,2,1,1,2,0,2,5,2,5,2,99,2,1,2,3,2,2,2,1,1,1,2,3,2,5,1,5,2,3,2,2,2,0,2,1,1,4,1,2,2,1,1,0,2,3,2,0,2,0,2,1,2,2,2,1,2
3482,6,3,4,3,6,3,3,3,4,3,9,3,9,3,5,3,0,2,0,2,0,2,5,1,0,2,5,2,7,3,7,2,5,2,0,2,3,2,4,2,3,2,6,2,4,2,5,2,2,2,2,2,3,2,3,2,1,2,2,2,2,2,4,2,7,3,2,1,7,3,2,3,2,3,2,3,4,3,4,2,3,3,0,2,2,2,0,2,3,2,1,3,2,3,0,2,2,3,3,2,1,1,4,2,0,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,3,2,3,2,3,2,3,2,2,2,3,2,5,2,5,2,99,2,4,2,5,3,5,3,4,2,5,3,5,3,5,2,5,2,5,2,5,2,1,2,2,2,2,2,4,2,4,2,3,2,5,3,1,1,2,3,5,3,5,3,4,2
3489,0,2,0,2,0,2,0,2,2,2,3,2,0,2,0,2,0,2,0,2,5,2,0,2,0,2,0,2,8,2,8,2,8,2,3,2,0,2,7,2,7,2,6,3,3,2,6,2,0,2,0,2,5,2,3,2,0,2,0,2,0,2,0,2,5,2,0,2,0,2,0,2,3,2,0,2,3,2,2,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,6,2,0,2,8,2,8,2,7,1,7,1,5,1,5,2,0,2,5,2,4,2,0,2,4,2,0,2,0,2,0,2,0,2,99,2,0,2,0,2,0,2,4,2,0,2,0,2,7,2,0,2,0,2,0,2,0,2,0,2,0,2,7,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
3495,6,2,7,2,6,2,2,3,1,3,1,1,3,2,5,2,5,2,0,2,7,2,0,2,3,2,1,2,7,2,1,2,1,1,1,2,3,2,5,3,0,2,6,3,1,2,5,2,0,2,1,2,6,2,1,2,0,2,0,2,0,2,2,2,5,2,4,3,5,1,2,3,1,2,2,2,3,3,1,3,2,3,0,2,3,3,3,2,1,2,1,2,0,2,0,2,3,2,0,2,3,2,3,2,6,2,7,3,7,1,3,2,3,3,2,2,4,3,4,3,2,3,1,2,0,2,1,1,1,2,1,1,1,1,0,2,0,2,3,3,3,2,1,1,3,2,2,2,5,2,5,2,6,2,3,2,2,2,0,2,1,1,2,2,2,2,3,2,4,2,4,3,4,3,1,2,1,2,3,3,3,2
3498,3,2,1,2,1,2,1,2,3,2,5,2,6,2,1,1,0,2,0,2,2,2,3,2,0,2,1,2,1,2,3,1,3,1,0,2,1,2,7,3,6,2,6,2,1,2,5,3,0,2,1,2,2,2,2,3,2,2,0,2,0,2,2,2,5,2,3,2,3,3,2,2,1,2,1,2,2,2,0,2,0,2,0,2,3,3,1,2,3,2,0,2,0,2,0,2,0,2,1,3,0,2,5,2,1,2,5,3,5,3,6,2,2,2,2,2,2,2,3,2,3,2,2,2,1,2,99,2,1,2,1,2,3,2,3,2,0,2,4,3,3,2,1,1,3,2,1,3,1,2,6,3,3,2,6,2,1,2,0,2,1,1,3,2,3,2,2,3,3,3,4,3,1,2,2,2,3,3,3,3,3,2
3500,5,2,4,2,6,2,4,2,3,2,6,2,7,2,4,2,7,2,0,2,3,2,7,2,4,2,3,2,2,2,4,2,4,2,1,2,4,2,6,2,4,2,5,2,3,2,4,2,0,2,4,2,3,2,3,2,1,2,1,2,1,2,4,2,5,2,3,2,6,1,4,2,2,3,1,2,2,3,2,2,3,2,0,2,3,2,2,2,4,2,2,2,0,2,0,2,0,2,2,2,1,2,5,2,3,2,5,3,6,3,4,2,3,3,3,2,3,3,2,3,5,2,4,2,2,2,1,1,2,2,4,2,4,1,5,1,0,2,3,2,4,2,3,2,5,2,2,2,5,2,6,2,2,2,3,2,5,2,0,2,6,2,5,2,4,2,6,1,6,2,4,3,1,2,1,2,5,2,8,2,4,2
3503,6,2,4,1,6,1,4,3,3,2,8,2,8,2,4,1,1,1,0,2,0,2,5,1,0,2,5,3,4,2,4,1,1,1,3,1,0,2,4,2,1,2,3,3,3,2,3,2,1,2,3,3,5,3,0,2,3,3,5,3,5,3,0,2,2,2,2,2,2,2,0,2,0,2,0,2,3,3,0,2,3,3,0,2,3,3,0,2,3,3,0,2,1,2,0,2,0,2,1,2,0,2,6,3,1,1,6,3,6,2,6,2,3,1,4,1,6,3,4,3,6,2,4,1,1,1,1,2,1,2,1,1,6,2,8,3,0,2,0,2,5,2,0,2,1,1,0,2,7,2,7,2,5,2,5,2,1,2,0,2,1,2,5,2,5,2,5,2,5,2,7,3,0,2,0,2,5,2,5,2,3,3
3506,7,2,0,2,7,2,3,2,0,2,6,2,6,2,6,2,0,2,0,2,4,2,4,2,0,2,4,2,4,2,3,2,2,2,3,2,3,2,7,2,2,2,4,2,3,2,4,2,0,2,3,2,3,2,0,2,0,2,0,2,0,2,2,2,4,2,4,2,7,2,3,2,1,2,0,2,2,2,0,2,2,2,0,2,2,2,2,2,0,2,2,2,0,2,0,2,0,2,2,2,2,2,7,2,3,2,3,2,3,2,3,2,7,2,3,2,3,2,3,2,3,2,3,2,0,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,5,2,5,2,5,2,1,1,1,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,5,1
3507,5,2,4,2,6,2,3,2,0,2,5,2,6,2,3,2,7,2,0,2,3,2,4,2,0,2,3,2,4,2,4,2,3,2,0,2,3,2,6,2,6,2,5,2,4,2,4,2,0,2,4,2,3,2,4,2,3,2,0,2,0,2,2,2,5,2,2,2,4,2,3,3,0,2,2,3,3,2,0,2,3,3,0,2,3,2,0,2,0,2,1,2,1,2,0,2,0,2,1,2,0,2,6,2,0,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,3,2,3,2,3,2,3,2,2,2,0,2,2,2,4,2,0,2,4,2,4,2,4,2,4,2,3,2,4,2,4,2,3,2,0,2,3,2,3,2,3,2,3,2,1,2,0,2,1,2,3,2,3,2,2,2
3508,3,2,3,1,3,1,1,1,1,1,4,1,4,1,4,1,0,2,0,2,3,1,5,1,1,3,3,1,4,2,3,2,3,2,0,2,3,2,5,2,3,2,4,2,1,1,4,2,0,2,2,2,6,2,0,2,0,2,0,2,0,2,3,2,3,2,3,2,3,2,3,2,2,2,2,2,6,3,6,3,6,3,0,2,6,2,3,2,3,2,2,2,0,2,0,2,3,2,3,2,1,2,4,2,3,2,4,2,4,2,4,2,5,2,0,2,3,2,1,2,3,2,5,2,1,2,1,2,3,3,0,2,0,2,3,1,0,2,3,3,5,2,2,1,6,3,3,3,4,3,4,3,3,2,3,2,2,2,2,3,1,2,1,2,4,2,4,2,2,2,5,3,3,3,3,3,3,3,3,2,7,2
3509,6,2,2,2,6,2,4,2,5,2,5,2,9,2,5,2,0,2,0,2,1,2,2,2,8,2,3,1,8,2,5,2,2,2,4,2,3,2,6,2,0,2,4,1,2,2,5,2,0,2,2,2,2,2,2,2,1,1,3,2,0,2,2,1,1,1,1,1,6,2,0,2,3,1,0,2,2,2,2,1,2,1,0,2,2,1,2,2,2,2,2,2,2,2,0,2,0,2,3,2,4,1,3,2,0,2,2,2,2,2,5,2,5,2,2,1,0,2,0,2,3,2,3,2,0,2,5,2,2,2,0,2,3,1,3,1,0,2,2,1,6,2,1,2,4,2,1,1,6,2,7,2,1,1,1,1,6,2,0,2,2,1,6,2,6,2,6,2,6,2,6,2,0,2,3,2,2,2,7,2,4,2
3511,2,2,0,2,0,2,3,2,1,1,3,2,3,1,1,1,0,2,0,2,1,1,2,1,0,2,1,1,1,2,3,2,3,2,0,2,3,2,3,2,2,2,4,3,3,2,4,2,1,2,4,3,4,2,3,3,0,2,1,2,0,2,2,1,3,2,0,2,3,1,2,2,1,2,1,2,4,3,3,2,2,2,0,2,6,2,0,2,1,2,0,2,0,2,0,2,1,2,0,2,0,2,6,3,1,2,2,2,3,2,2,1,2,1,0,2,0,2,0,2,2,2,2,2,0,2,0,2,1,2,0,2,0,2,0,2,0,2,4,3,4,2,4,2,2,2,0,2,3,2,2,3,3,2,2,2,0,2,0,2,0,2,0,2,1,2,0,2,1,2,6,2,3,2,4,2,2,2,9,3,9,3
3512,5,2,7,2,7,2,1,2,3,2,3,2,8,2,8,2,1,2,0,2,6,2,2,2,3,2,2,2,7,2,3,1,3,2,1,2,1,2,1,2,0,2,4,2,3,2,3,2,0,2,0,2,3,2,0,2,0,2,1,2,0,2,1,1,5,2,3,2,3,2,3,2,3,2,0,2,3,2,0,2,3,2,0,2,1,2,1,2,5,2,4,2,4,2,0,2,1,2,3,2,4,2,3,2,0,2,7,2,7,2,7,2,7,2,7,2,3,2,3,2,4,2,3,2,3,2,4,2,3,2,3,2,5,2,0,2,0,2,3,2,3,2,4,2,3,2,3,2,3,2,1,2,6,2,5,2,1,2,1,2,1,2,0,2,3,2,4,2,4,2,4,2,2,2,2,2,4,2,4,2,2,2
3516,6,2,7,1,7,2,3,1,2,1,5,1,6,1,6,1,0,2,0,2,3,1,5,1,0,2,0,2,3,1,3,2,2,2,2,1,0,2,3,1,0,2,4,1,0,2,3,1,0,2,2,1,2,1,3,1,0,2,2,1,0,2,4,1,4,1,0,2,6,1,2,1,2,2,0,2,2,2,2,1,0,2,0,2,2,1,0,2,2,1,0,2,0,2,0,2,2,2,0,2,0,2,2,1,0,2,4,2,4,1,4,1,4,1,0,2,0,2,0,2,2,1,2,1,2,1,0,2,0,2,0,2,0,2,0,2,99,2,2,1,4,1,0,2,4,1,0,2,2,1,0,2,5,2,2,1,4,1,0,2,0,2,2,1,3,1,3,1,5,1,2,1,0,2,2,1,1,1,2,1,1,1
3518,6,2,4,2,6,2,4,2,4,2,4,2,4,2,4,2,1,2,0,2,4,2,3,2,4,2,4,2,6,2,5,2,1,2,1,2,1,2,5,2,0,2,5,2,4,2,4,2,0,2,1,2,2,2,5,2,0,2,5,2,4,2,3,2,2,2,5,2,1,1,3,2,3,2,1,2,3,3,0,2,0,2,0,2,3,2,0,2,3,2,0,2,1,2,0,2,3,2,2,2,2,2,5,2,6,2,2,2,3,2,6,2,4,2,3,2,2,2,4,2,3,2,2,2,4,2,3,2,3,2,1,2,4,2,1,2,99,2,4,2,6,2,3,2,2,2,1,2,1,2,1,2,6,2,5,2,1,2,0,2,3,2,1,2,1,2,0,2,4,2,1,2,1,2,1,2,1,2,2,2,1,2
3522,7,3,2,3,7,3,3,3,4,3,4,2,6,2,7,2,5,2,0,2,3,2,4,3,4,3,6,3,5,2,5,2,4,2,1,3,3,3,5,3,1,3,4,3,3,2,6,3,0,2,2,3,6,3,3,3,2,3,1,3,1,3,3,2,4,2,2,3,5,2,4,3,3,3,1,3,3,3,1,3,0,2,0,2,3,3,2,3,4,3,0,2,1,3,0,2,0,2,0,2,0,2,3,3,0,2,5,2,5,3,3,2,3,2,4,3,2,3,1,3,3,3,1,3,3,2,1,3,2,3,0,2,3,2,1,2,99,2,5,3,5,3,3,3,3,2,2,3,4,3,7,2,8,2,7,2,5,2,1,3,4,3,2,2,4,2,4,3,5,2,1,3,2,3,1,3,8,3,8,3,3,2
3525,6,1,1,1,6,1,2,1,3,1,6,1,6,1,6,1,3,2,0,2,5,1,7,1,6,2,5,2,3,2,4,2,4,2,1,2,3,2,6,2,6,2,5,2,4,2,2,2,0,2,3,2,3,2,2,2,0,2,4,2,2,2,3,2,3,1,2,1,2,1,5,2,2,2,2,2,5,2,4,2,3,2,0,2,4,2,2,2,5,2,2,2,4,2,0,2,0,2,0,2,4,2,3,2,0,2,5,2,5,2,4,2,3,1,6,1,4,2,4,2,2,2,4,2,2,1,2,1,1,1,3,2,0,2,2,1,99,2,2,2,3,2,1,2,5,2,2,2,5,2,2,1,7,2,7,2,6,2,0,2,0,2,5,2,5,2,4,2,5,2,5,2,5,2,3,2,4,2,7,2,5,2
3526,7,2,0,2,7,2,5,2,5,2,7,2,7,2,6,2,0,2,0,2,0,2,5,2,0,2,4,2,4,2,5,2,5,2,0,2,0,2,5,2,4,2,6,2,4,1,6,2,0,2,6,2,4,2,5,2,3,2,0,2,0,2,5,2,3,2,3,2,3,2,3,2,0,2,0,2,3,2,3,2,3,2,0,2,2,2,0,2,3,2,0,2,0,2,0,2,0,2,2,2,2,2,2,2,0,2,4,2,4,2,4,2,4,2,0,2,4,2,0,2,6,2,5,2,0,2,3,2,2,2,3,2,0,2,0,2,0,2,2,2,3,2,0,2,3,2,4,2,2,2,4,2,6,2,6,2,5,2,0,2,0,2,2,2,1,2,3,2,1,2,1,2,2,2,0,2,2,2,2,2,1,2
3530,8,2,8,2,8,1,1,1,3,2,7,1,8,1,3,2,2,2,0,2,0,2,4,2,5,1,6,2,4,1,6,1,0,2,0,2,2,1,6,2,0,2,5,2,3,2,3,3,0,2,1,1,3,2,2,2,2,1,1,1,1,1,1,1,5,1,1,1,5,2,2,3,1,2,3,3,2,2,0,2,3,2,0,2,4,3,1,2,6,3,3,2,0,2,0,2,5,2,0,2,0,2,6,2,2,1,5,2,5,2,5,2,2,1,1,1,2,1,4,3,2,1,5,3,1,2,0,2,0,2,0,2,5,1,1,1,0,2,2,2,4,2,1,1,3,3,3,3,2,1,6,2,3,2,5,2,5,3,5,1,1,1,2,2,6,3,2,2,8,3,3,3,1,1,3,2,3,2,6,3,7,2
3537,5,2,1,2,5,2,5,3,2,2,9,2,9,2,9,2,0,2,0,2,3,3,3,2,0,2,5,2,6,2,2,2,2,2,1,2,2,2,3,3,3,3,6,3,1,2,6,2,0,2,1,3,1,2,4,2,0,2,4,2,0,2,6,2,3,2,1,1,3,2,1,2,2,2,0,2,1,3,3,3,3,3,0,2,5,3,0,2,6,2,1,2,1,2,0,2,0,2,3,2,0,2,6,2,0,2,4,2,4,1,3,2,3,2,1,2,3,2,1,2,5,2,3,2,3,2,1,2,1,2,1,3,7,2,7,2,0,2,4,2,6,2,1,2,6,2,4,2,6,2,6,2,3,2,6,2,6,2,1,2,1,2,1,2,5,2,5,2,5,2,6,2,1,2,1,2,8,2,8,3,6,2
3549,6,3,3,2,6,2,2,3,3,2,6,2,5,2,6,2,3,2,0,2,0,2,3,3,3,3,3,3,6,2,3,2,1,2,0,2,5,2,3,2,1,2,3,3,3,2,4,3,0,2,1,2,2,2,1,2,0,2,0,2,0,2,0,2,3,2,0,2,3,2,0,2,0,2,1,3,1,3,0,2,1,3,0,2,4,2,2,2,0,2,0,2,0,2,0,2,1,2,5,2,5,3,4,3,6,2,3,3,3,3,3,2,1,1,3,3,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,2,3,3,2,0,2,3,2,0,2,2,2,3,3,3,2,5,2,6,2,1,2,1,2,1,2,5,3,0,2,5,2,3,3,1,3,1,2,3,3,3,3,4,3
3551,8,2,4,2,8,2,0,2,0,2,1,2,1,2,99,2,99,2,99,2,3,2,3,2,2,1,4,2,4,2,2,1,0,2,0,2,3,2,2,1,0,2,3,1,0,2,3,1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,3,2,0,2,0,2,3,2,2,1,0,2,0,2,2,2,2,1,0,2,4,1,0,2,0,2,0,2,0,2,0,2,1,1,0,2,0,2,0,2,0,2,2,2,2,2,4,2,4,2,4,2,0,2,0,2,1,1,3,1,5,2,0,2,3,2,0,2,0,2,0,2,0,2,4,1,99,2,2,1,2,1,0,2,0,2,3,1,4,2,0,2,5,2,0,2,0,2,7,3,3,2,7,3,4,2,0,2,0,2,0,2,2,1,2,1,0,2
3552,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,2,1,2,1,2,1,2,1,2,1,3,1,2,1,4,1,3,1,2,1,4,1,2,1,3,1,3,1,3,1,2,1,1,1,3,1,2,1,3,1,2,1,2,1,2,1,2,1,0,2,1,1,1,1,3,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,6,1,1,1,6,1,6,1,0,2,6,1,6,1,6,1,6,1,6,1,6,1,6,1,0,2,6,1,2,1,0,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,6,1,6,1,6,1,0,2,0,2,6,1,6,1,6,1,6,1,5,1,5,1,2,1,1,1,1,1,1,1
3553,2,2,7,2,7,2,1,2,1,2,7,2,7,2,8,2,1,2,0,2,1,2,1,2,4,2,4,2,5,2,3,2,3,2,0,2,1,2,1,2,1,2,5,2,4,2,3,2,0,2,1,2,3,2,3,2,1,2,1,2,2,2,4,2,6,2,1,2,4,2,1,2,3,2,0,2,4,2,0,2,1,2,0,2,1,2,0,2,4,2,0,2,1,2,0,2,1,2,3,2,0,2,3,2,3,2,3,2,3,2,1,2,4,2,1,2,2,2,2,2,5,2,5,2,1,2,2,2,4,2,0,2,3,2,0,2,0,2,2,2,6,2,3,2,4,2,1,2,1,2,6,2,6,2,6,2,4,2,1,2,3,2,5,2,3,2,3,2,3,2,3,3,3,2,3,2,3,2,7,2,5,2
3555,5,2,5,2,6,2,3,1,2,2,4,2,0,2,1,2,0,2,0,2,0,2,1,2,0,2,2,2,6,2,3,2,2,2,3,2,0,2,5,2,0,2,6,2,0,2,3,2,0,2,2,2,6,3,2,2,2,2,4,2,3,2,2,1,0,2,0,2,1,1,3,3,1,2,0,2,3,3,3,3,1,1,0,2,1,1,0,2,3,2,1,2,3,2,0,2,0,2,1,1,1,1,1,1,4,2,6,3,1,1,5,2,6,2,0,2,6,2,3,2,5,2,2,1,3,2,3,2,3,3,3,2,0,2,0,2,0,2,3,2,5,2,3,2,4,2,0,2,0,2,2,2,6,2,7,2,3,2,2,1,2,2,4,2,5,2,6,2,3,2,3,2,2,2,0,2,3,2,3,2,3,2
3556,3,1,3,2,3,2,2,2,2,2,2,2,8,2,2,2,3,2,0,2,5,2,2,2,4,2,0,2,2,2,4,2,2,2,2,2,0,2,5,2,0,2,4,2,4,2,3,2,0,2,0,2,3,2,0,2,1,2,2,2,1,2,2,2,1,2,0,2,5,2,3,2,2,2,2,2,3,2,2,2,0,2,0,2,2,2,0,2,1,2,2,2,1,2,1,2,0,2,3,2,3,2,0,2,8,2,6,2,6,2,5,2,3,2,2,2,3,2,2,2,3,2,1,2,1,2,2,2,2,2,1,2,5,2,3,2,3,2,1,2,3,2,1,2,3,2,2,2,2,2,6,2,4,2,5,2,4,2,1,2,1,2,5,2,4,2,4,2,4,2,3,2,3,2,0,2,1,2,2,2,3,2
3566,7,2,0,2,5,1,3,2,1,1,1,1,3,1,3,1,3,2,0,2,3,1,1,1,1,1,1,1,3,2,2,1,2,1,0,2,3,2,2,1,2,1,3,1,2,1,2,1,0,2,0,2,3,2,1,1,1,1,0,2,1,1,1,1,3,1,3,2,2,1,0,2,1,2,0,2,3,2,3,2,1,1,0,2,2,1,1,1,3,2,1,1,1,2,0,2,0,2,0,2,0,2,1,1,1,1,6,2,6,2,3,1,5,2,2,1,3,2,1,1,5,1,5,1,1,1,1,1,1,1,1,1,3,2,3,2,99,2,1,1,5,2,2,1,3,1,1,2,1,1,1,1,1,1,4,1,1,1,0,2,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3570,8,3,0,2,8,3,0,2,0,2,6,2,0,2,0,2,0,2,0,2,6,2,0,2,3,2,2,2,7,3,4,2,3,2,1,2,1,2,1,2,0,2,4,3,3,2,3,2,0,2,0,2,7,3,0,2,3,2,3,2,0,2,3,2,3,2,4,2,4,2,1,3,1,3,1,3,5,3,3,3,0,2,0,2,3,3,3,2,5,3,1,2,1,3,0,2,0,2,1,2,5,2,5,2,0,2,6,2,6,2,5,2,5,2,4,2,4,2,2,2,2,2,5,2,1,2,2,2,1,2,0,2,5,2,1,2,99,2,4,2,4,2,2,2,5,2,5,2,5,2,1,2,4,2,2,2,1,2,0,2,0,2,5,2,4,2,4,2,4,2,3,2,3,3,1,2,0,2,2,2,7,2
3574,7,2,1,1,7,2,3,2,3,1,1,1,7,1,7,1,0,2,0,2,2,1,1,1,0,2,3,1,5,1,3,2,2,2,0,2,2,2,3,2,3,1,3,2,3,2,3,2,0,2,3,2,3,2,3,2,0,2,0,2,4,1,2,1,4,1,2,1,3,1,1,2,3,2,0,2,3,2,3,1,2,1,0,2,3,1,2,1,3,2,3,2,3,2,0,2,0,2,2,1,2,1,3,1,3,1,5,2,5,1,5,1,4,1,4,1,3,1,3,1,4,1,4,1,2,1,4,1,4,1,4,1,3,1,0,2,99,2,3,1,4,2,3,1,3,1,3,1,3,1,4,1,3,2,3,2,1,1,1,1,0,2,0,2,3,1,0,2,2,1,1,1,0,2,1,1,3,1,3,1,3,1
